"game_id","description","assist","player","result","periodTime","totalTime","xx","yy"
24429,"3 punti segnato","Kamar Baldwin","Daulton Hommes","made",297,2097,480,952
24429,"2 punti segnato","","Shavon Shields","made",323,2123,855,336
24429,"2 punti segnato","Prentiss Hubb","Derek Cooke","made",339,2139,765,252
24429,"2 punti segnato","","Shabazz Napier","made",362,2162,255,420
24429,"3 punti sbagliato","","Kamar Baldwin","missed",386,2186,180,896
24429,"3 punti segnato","Nikola Mirotic","Nicolò Melli","made",408,2208,1455,196
24429,"3 punti sbagliato","","Shabazz Napier","missed",444,2244,1290,756
24429,"2 punti sbagliato","","Stefano Tonut","missed",491,2291,900,196
24429,"2 punti segnato","Prentiss Hubb","Derek Cooke","made",498,2298,705,168
24429,"3 punti sbagliato","","Nicolò Melli","missed",501,2301,1005,868
24429,"3 punti sbagliato","","Kamar Baldwin","missed",545,2345,1320,700
24429,"2 punti segnato","","Kamar Baldwin","made",599,2399,510,616
